AÑO,MES,PAISDESTINO,ADUANA,PESOTONELADAS,REGIONSALIDA,VIATRANSPORTE,PUERTOEMBARQUE,MONTOFOB,PRECIO_KG
2020,Enero,Reino Unido,Metropolitana,0.054,Metropolitana,Aéreo,Aerop. A. Merino Benítez,225.0,4.166666666666667
2020,Enero,Reino Unido,Metropolitana,3.31,Metropolitana,Aéreo,Aerop. A. Merino Benítez,15840.0,4.785498489425981
2020,Enero,Reino Unido,Metropolitana,6.858,Metropolitana,Aéreo,Aerop. A. Merino Benítez,31994.01,4.665209973753281
2020,Enero,Reino Unido,Metropolitana,8.191,Metropolitana,Aéreo,Aerop. A. Merino Benítez,44061.82,5.379296789158833
2020,Enero,Reino Unido,Metropolitana,25.957,Metropolitana,Aéreo,Aerop. A. Merino Benítez,129862.28,5.002977231575297
2020,Enero,Rusia,Metropolitana,1.108,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10306.51,9.301904332129963
2020,Enero,Rusia,Metropolitana,1.916,Metropolitana,Aéreo,Aerop. A. Merino Benítez,18571.4,9.692797494780795
2020,Enero,Rusia,Metropolitana,2.738,Metropolitana,Aéreo,Aerop. A. Merino Benítez,24543.64,8.96407596785975
2020,Enero,Rusia,Metropolitana,4.903,Metropolitana,Aéreo,Aerop. A. Merino Benítez,36161.92,7.375468080766877
2020,Enero,Rusia,Metropolitana,2.783,Metropolitana,Aéreo,Aerop. A. Merino Benítez,41162.61,14.790733021918793
2020,Enero,Rusia,Metropolitana,6.512,Metropolitana,Aéreo,Aerop. A. Merino Benítez,44293.66,6.8018519656019665
2020,Enero,Rusia,Metropolitana,5.632,Metropolitana,Aéreo,Aerop. A. Merino Benítez,70809.36,12.57268465909091
2020,Enero,Rusia,Metropolitana,14.26,Metropolitana,Aéreo,Aerop. A. Merino Benítez,145186.77,10.181400420757363
2020,Enero,Singapur,Metropolitana,0.649,Metropolitana,Aéreo,Aerop. A. Merino Benítez,7455.39,11.487503852080122
2020,Enero,Singapur,Metropolitana,0.594,Metropolitana,Aéreo,Aerop. A. Merino Benítez,8052.0,13.555555555555557
2020,Enero,Singapur,Metropolitana,1.44,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11156.4,7.7475
2020,Enero,Singapur,Metropolitana,2.476,Metropolitana,Aéreo,Aerop. A. Merino Benítez,23922.0,9.661550888529888
2020,Enero,Singapur,Metropolitana,6.847,Metropolitana,Aéreo,Aerop. A. Merino Benítez,34665.41,5.062861107054185
2020,Enero,Tailandia,Metropolitana,4.226,Metropolitana,Aéreo,Aerop. A. Merino Benítez,27753.48,6.5673166114529105
2020,Enero,Tailandia,Metropolitana,6.568,Metropolitana,Aéreo,Aerop. A. Merino Benítez,40625.92,6.18543239951279
2020,Enero,Tailandia,Metropolitana,9.848,Metropolitana,Aéreo,Aerop. A. Merino Benítez,49712.6,5.047989439480097
2020,Enero,Tailandia,Metropolitana,5.62,Metropolitana,Aéreo,Aerop. A. Merino Benítez,52951.9,9.422046263345194
2020,Enero,Tailandia,Metropolitana,10.482,Metropolitana,Aéreo,Aerop. A. Merino Benítez,67355.04,6.4257813394390375
2020,Enero,Tailandia,Metropolitana,17.536,Metropolitana,Aéreo,Aerop. A. Merino Benítez,74794.8,4.265214416058394
2020,Enero,Tailandia,Metropolitana,8.996,Metropolitana,Aéreo,Aerop. A. Merino Benítez,77335.5,8.596654068474878
2020,Enero,Tailandia,Metropolitana,13.276,Metropolitana,Aéreo,Aerop. A. Merino Benítez,83430.91,6.284340915938537
2020,Enero,Tailandia,Metropolitana,21.278,Metropolitana,Aéreo,Aerop. A. Merino Benítez,204553.62,9.613385656546669
2020,Enero,Tailandia,Metropolitana,32.676,Metropolitana,Aéreo,Aerop. A. Merino Benítez,227287.64,6.955797527237116
2020,Enero,Tailandia,Metropolitana,49.979,Metropolitana,Aéreo,Aerop. A. Merino Benítez,345268.75,6.908276476119971
2020,Enero,Tailandia,Metropolitana,54.584,Metropolitana,Aéreo,Aerop. A. Merino Benítez,390312.54,7.150676755093067
2020,Enero,Tailandia,Metropolitana,71.238,Metropolitana,Aéreo,Aerop. A. Merino Benítez,587656.45,8.249199163367864
2020,Enero,Taiwán (Formosa),Metropolitana,1.588,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10113.8,6.36889168765743
2020,Enero,Taiwán (Formosa),Metropolitana,3.538,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12450.2,3.5189937817976262
2020,Enero,Taiwán (Formosa),Metropolitana,3.506,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12597.4,3.5930975470621793
2020,Enero,Taiwán (Formosa),Metropolitana,8.506,Metropolitana,Aéreo,Aerop. A. Merino Benítez,49061.96,5.767923818481072
2020,Enero,Taiwán (Formosa),Metropolitana,5.818,Metropolitana,Aéreo,Aerop. A. Merino Benítez,50904.75,8.749527328979031
2020,Enero,Taiwán (Formosa),Metropolitana,12.14,Metropolitana,Aéreo,Aerop. A. Merino Benítez,100450.2,8.274316309719934
2020,Enero,Taiwán (Formosa),Metropolitana,13.905,Metropolitana,Aéreo,Aerop. A. Merino Benítez,103164.87,7.419264293419633
2020,Enero,Taiwán (Formosa),Metropolitana,13.814,Metropolitana,Aéreo,Aerop. A. Merino Benítez,113710.48,8.231539018387142
2020,Enero,Taiwán (Formosa),Metropolitana,21.608,Metropolitana,Aéreo,Aerop. A. Merino Benítez,143097.77,6.622444002221399
2020,Enero,Taiwán (Formosa),Metropolitana,13.254,Metropolitana,Aéreo,Aerop. A. Merino Benítez,168514.21,12.714215331220762
2020,Enero,Taiwán (Formosa),Metropolitana,23.097,Metropolitana,Aéreo,Aerop. A. Merino Benítez,176567.72,7.644617049833311
2020,Enero,Taiwán (Formosa),Metropolitana,27.483,Metropolitana,Aéreo,Aerop. A. Merino Benítez,208853.56,7.599372703125568
2020,Enero,Taiwán (Formosa),Metropolitana,26.059,Metropolitana,Aéreo,Aerop. A. Merino Benítez,221494.56,8.499733681261752
2020,Enero,Taiwán (Formosa),Metropolitana,55.468,Metropolitana,Aéreo,Aerop. A. Merino Benítez,411997.47,7.427660452873728
2020,Enero,Alemania,Los Andes,2.088,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),20198.81,9.673759578544061
2020,Enero,Arabia Saudita,Valparaíso,14.208,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,35604.01,2.5059128659909913
2020,Enero,Arabia Saudita,Valparaíso,10.672,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,58880.0,5.517241379310344
2020,Enero,Argentina,Los Andes,21.09,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),23296.0,1.1045993361782835
2020,Enero,Bélgica,San Antonio,42.688,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,163620.0,3.832927286356821
2020,Enero,Bélgica,Valparaíso,6.102,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,40665.68,6.664319895116355
2020,Enero,Brasil,Los Andes,13.64687,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),48195.5,3.5316156745099794
2020,Enero,Brasil,Los Andes,45.246,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),107680.44,2.3798886089378066
2020,Enero,Brasil,Los Andes,44.7395,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),177210.0,3.960929380078007
2020,Enero,Brasil,Los Andes,47.436,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),246430.72,5.19501475672485
2020,Enero,Brasil,Los Andes,85.1585,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),300714.8,3.5312364590733747
2020,Enero,Brasil,Los Andes,153.2254,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),383207.18,2.5009377035400133
2020,Enero,Brasil,Los Andes,187.59153,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),555069.9,2.9589283695271313
2020,Enero,Brasil,San Antonio,56.8,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,41080.0,0.7232394366197183
2020,Enero,Cambodia,San Antonio,13.92,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,93264.0,6.7
2020,Enero,Canadá,Valparaíso,16.56,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,81000.0,4.891304347826087
2020,Enero,Canadá,Valparaíso,37.1524,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,163368.0,4.3972394784724536
2020,Enero,Canadá,Valparaíso,40.63209,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,197829.24,4.868793114014071
2020,Enero,Canadá,Valparaíso,260.3028,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,874800.98,3.36070522483815
2020,Enero,China,Valparaíso,20.2192,Valparaíso,Aéreo,Valparaíso,125561.74,6.2100251246340115
2020,Enero,China,San Antonio,102.438,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,683014.0,6.667584294890568
2020,Enero,China,San Antonio,15.8592,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,32132.0,2.026079499596449
2020,Enero,China,San Antonio,51.792,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,308292.19,5.952505985480383
2020,Enero,China,San Antonio,63.17008,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,308856.19,4.889279703302576
2020,Enero,China,San Antonio,93.85728,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,414097.0,4.411985942912473
2020,Enero,China,San Antonio,110.5192,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,542182.76,4.905778905384765
2020,Enero,China,San Antonio,85.782,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,646151.39,7.532482222377656
2020,Enero,China,San Antonio,172.187,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,939455.72,5.456020024740543
2020,Enero,China,San Antonio,175.77808,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,1007135.01,5.729582494017457
2020,Enero,China,San Antonio,207.42456,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,1124453.47,5.421023768834317
2020,Enero,China,San Antonio,225.9596,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,1314345.08,5.816725998806867
2020,Enero,China,San Antonio,226.104,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,1366954.39,6.045688665392916
2020,Enero,China,San Antonio,435.7788,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,2413702.71,5.538825454565481
2020,Enero,China,San Antonio,1055.58106,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,5502381.98,5.21265697965441
2020,Enero,China,San Antonio,1344.2002,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,5894450.55,4.385098700327526
2020,Enero,China,San Antonio,2058.5416,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,11640594.48,5.654777382201069
2020,Enero,China,San Antonio,3708.9628,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,21635161.93,5.83321081839915
2020,Enero,China,San Antonio,6014.85722,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,36815107.35,6.1206951392937645
2020,Enero,China,San Antonio,8447.28171,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,51829351.9,6.135624888494455
2020,Enero,China,San Antonio,10005.50304,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,59675333.41,5.964251189713297
2020,Enero,China,San Antonio,20226.54089,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,125935471.45,6.226248577791297
2020,Enero,China,San Antonio,17.01,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,93736.19,5.510651969429746
2020,Enero,China,Valparaíso,12.936,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,34897.0,2.6976654298082874
2020,Enero,China,Valparaíso,21.712,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,93011.95,4.283896002210758
2020,Enero,China,Valparaíso,22.8,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,117664.0,5.160701754385965
2020,Enero,China,Valparaíso,23.04,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,134240.11,5.826393663194445
2020,Enero,China,Valparaíso,71.456,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,315506.0,4.415388490819525
2020,Enero,China,Valparaíso,58.6488,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,328584.58,5.602579762927801
2020,Enero,China,Valparaíso,125.232,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,350611.98,2.7996995975469527
2020,Enero,China,Valparaíso,149.2374,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,366810.64,2.4579002314433245
2020,Enero,China,Valparaíso,127.948,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,409415.75,3.1998604901991436
2020,Enero,China,Valparaíso,111.36,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,887239.95,7.9673127693965515
2020,Enero,China,Valparaíso,183.352,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,892504.29,4.867709596841049
2020,Enero,China,Valparaíso,171.66676,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,1019085.09,5.936414772434687
2020,Enero,China,Valparaíso,284.75566,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,1114170.41,3.9127243686745334
2020,Enero,China,Valparaíso,383.01808,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,2074982.66,5.417453557283771
2020,Enero,China,Valparaíso,504.53196,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,2699298.0,5.350103093568146
2020,Enero,China,Valparaíso,529.2666,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,2815285.88,5.3192207481069085
2020,Enero,China,Valparaíso,501.3585,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,3023549.64,6.030713830522471
2020,Enero,China,Valparaíso,799.6419,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,4515507.0,5.646911448737241
2020,Enero,China,Valparaíso,991.2964,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,5460334.84,5.508276676884936
2020,Enero,China,Valparaíso,2000.07815,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,9855284.14,4.927449529909619
2020,Enero,China,Valparaíso,2473.9853,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,11145920.65,4.505249344044203
2020,Enero,China,Valparaíso,4888.56795,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,24852744.12,5.083849580120903
2020,Enero,China,Valparaíso,8176.69782,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,45713388.28,5.5906906781104455
2020,Enero,China,Valparaíso,8381.69501,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,46826945.52,5.586810956988043
2020,Enero,China,Valparaíso,16467.99466,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,94411180.36,5.733010139317108
2020,Enero,China,Valparaíso,19991.36571,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,119195181.75,5.962333113158781
2020,Enero,China,Valparaíso,20879.7118,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,120738352.91,5.782567981134682
2020,Enero,Colombia,San Antonio,1.0304,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,4876.0,4.732142857142857
2020,Enero,Colombia,San Antonio,4.416,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,21712.0,4.916666666666666
2020,Enero,Colombia,San Antonio,18.4,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,13000.0,0.7065217391304348
2020,Enero,Colombia,Valparaíso,1.104,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,4876.0,4.416666666666666
2020,Enero,Colombia,Valparaíso,2.208,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,9384.0,4.25
2020,Enero,Colombia,Valparaíso,24.96,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,47970.0,1.921875
2020,Enero,Colombia,Valparaíso,37.4,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,30927.0,0.8269251336898397
2020,Enero,Corea del Sur,San Antonio,10.944,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,66666.0,6.091557017543859
