AÑO,MES,PAISDESTINO,ADUANA,PESOTONELADAS,REGIONSALIDA,VIATRANSPORTE,PUERTOEMBARQUE,MONTOFOB,PRECIO_KG
2022,Diciembre,Tailandia,Metropolitana,3.363,Metropolitana,Aéreo,Aerop. A. Merino Benítez,13416.0,3.9892952720785013
2022,Diciembre,Tailandia,Metropolitana,2.84305,Metropolitana,Aéreo,Aerop. A. Merino Benítez,14241.03,5.0090677265612635
2022,Diciembre,Tailandia,Metropolitana,2.038,Metropolitana,Aéreo,Aerop. A. Merino Benítez,17128.2,8.404416094210012
2022,Diciembre,Tailandia,Metropolitana,2.805,Metropolitana,Aéreo,Aerop. A. Merino Benítez,17330.5,6.178431372549019
2022,Diciembre,Tailandia,Metropolitana,2.5469,Metropolitana,Aéreo,Aerop. A. Merino Benítez,20561.9,8.073304801916056
2022,Diciembre,Tailandia,Metropolitana,3.437,Metropolitana,Aéreo,Aerop. A. Merino Benítez,21758.1,6.330549898167006
2022,Diciembre,Tailandia,Metropolitana,2.452,Metropolitana,Aéreo,Aerop. A. Merino Benítez,21845.7,8.909339314845026
2022,Diciembre,Tailandia,Metropolitana,2.815,Metropolitana,Aéreo,Aerop. A. Merino Benítez,22863.5,8.12202486678508
2022,Diciembre,Tailandia,Metropolitana,3.455,Metropolitana,Aéreo,Aerop. A. Merino Benítez,24852.0,7.193053545586107
2022,Diciembre,Tailandia,Metropolitana,2.3,Metropolitana,Aéreo,Aerop. A. Merino Benítez,27943.8,12.149478260869566
2022,Diciembre,Tailandia,Metropolitana,9.07995,Metropolitana,Aéreo,Aerop. A. Merino Benítez,30764.17,3.3881431065149035
2022,Diciembre,Tailandia,Metropolitana,3.474,Metropolitana,Aéreo,Aerop. A. Merino Benítez,30796.77,8.86493091537133
2022,Diciembre,Tailandia,Metropolitana,5.684,Metropolitana,Aéreo,Aerop. A. Merino Benítez,38360.2,6.748803659394792
2022,Diciembre,Tailandia,Metropolitana,6.347,Metropolitana,Aéreo,Aerop. A. Merino Benítez,44845.2,7.065574287064754
2022,Diciembre,Tailandia,Metropolitana,7.011,Metropolitana,Aéreo,Aerop. A. Merino Benítez,52866.3,7.540479246897732
2022,Diciembre,Tailandia,Metropolitana,4.1171,Metropolitana,Aéreo,Aerop. A. Merino Benítez,57896.0,14.062325423234803
2022,Diciembre,Tailandia,Metropolitana,8.374,Metropolitana,Aéreo,Aerop. A. Merino Benítez,63154.85,7.541778122760926
2022,Diciembre,Tailandia,Metropolitana,12.95,Metropolitana,Aéreo,Aerop. A. Merino Benítez,77309.29,5.9698293436293435
2022,Diciembre,Tailandia,Metropolitana,16.282,Metropolitana,Aéreo,Aerop. A. Merino Benítez,84392.45,5.183174671416287
2022,Diciembre,Tailandia,Metropolitana,12.181,Metropolitana,Aéreo,Aerop. A. Merino Benítez,91943.43,7.548101962072079
2022,Diciembre,Tailandia,Metropolitana,13.878,Metropolitana,Aéreo,Aerop. A. Merino Benítez,97715.39,7.041028246144978
2022,Diciembre,Tailandia,Metropolitana,13.273,Metropolitana,Aéreo,Aerop. A. Merino Benítez,114234.8,8.606554659835759
2022,Diciembre,Tailandia,Metropolitana,13.101,Metropolitana,Aéreo,Aerop. A. Merino Benítez,123652.15,9.438374933211204
2022,Diciembre,Tailandia,Metropolitana,18.673,Metropolitana,Aéreo,Aerop. A. Merino Benítez,130332.3,6.97971938092433
2022,Diciembre,Tailandia,Metropolitana,16.76902,Metropolitana,Aéreo,Aerop. A. Merino Benítez,131754.48,7.857017285446616
2022,Diciembre,Tailandia,Metropolitana,26.64698,Metropolitana,Aéreo,Aerop. A. Merino Benítez,194262.02,7.290207745868387
2022,Diciembre,Tailandia,Metropolitana,24.174,Metropolitana,Aéreo,Aerop. A. Merino Benítez,298456.2,12.346165301563664
2022,Diciembre,Tailandia,Metropolitana,40.666,Metropolitana,Aéreo,Aerop. A. Merino Benítez,526710.0,12.95209757537009
2022,Diciembre,Taiwán (Formosa),Metropolitana,3.57,Metropolitana,Aéreo,Aerop. A. Merino Benítez,18897.6,5.29344537815126
2022,Diciembre,Taiwán (Formosa),Metropolitana,1.196,Metropolitana,Aéreo,Aerop. A. Merino Benítez,3950.91,3.303436454849498
2022,Diciembre,Taiwán (Formosa),Metropolitana,1.596,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5360.98,3.359010025062656
2022,Diciembre,Taiwán (Formosa),Metropolitana,1.44,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5395.96,3.7471944444444447
2022,Diciembre,Taiwán (Formosa),Metropolitana,4.118,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5421.23,1.316471588149587
2022,Diciembre,Taiwán (Formosa),Metropolitana,1.436,Metropolitana,Aéreo,Aerop. A. Merino Benítez,6603.2,4.5983286908078
2022,Diciembre,Taiwán (Formosa),Metropolitana,1.368,Metropolitana,Aéreo,Aerop. A. Merino Benítez,6751.89,4.935592105263157
2022,Diciembre,Taiwán (Formosa),Metropolitana,2.017,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10765.76,5.337511155180962
2022,Diciembre,Taiwán (Formosa),Metropolitana,2.105,Metropolitana,Aéreo,Aerop. A. Merino Benítez,15007.0,7.129216152019002
2022,Diciembre,Taiwán (Formosa),Metropolitana,1.005,Metropolitana,Aéreo,Aerop. A. Merino Benítez,15105.32,15.030169154228858
2022,Diciembre,Taiwán (Formosa),Metropolitana,3.446,Metropolitana,Aéreo,Aerop. A. Merino Benítez,16334.8,4.740220545560069
2022,Diciembre,Taiwán (Formosa),Metropolitana,3.599,Metropolitana,Aéreo,Aerop. A. Merino Benítez,20320.6,5.646179494303972
2022,Diciembre,Taiwán (Formosa),Metropolitana,3.361,Metropolitana,Aéreo,Aerop. A. Merino Benítez,21778.96,6.479904790240999
2022,Diciembre,Taiwán (Formosa),Metropolitana,3.955,Metropolitana,Aéreo,Aerop. A. Merino Benítez,23352.04,5.904434892541087
2022,Diciembre,Taiwán (Formosa),Metropolitana,4.984,Metropolitana,Aéreo,Aerop. A. Merino Benítez,24056.4,4.826725521669342
2022,Diciembre,Taiwán (Formosa),Metropolitana,6.17,Metropolitana,Aéreo,Aerop. A. Merino Benítez,26420.4,4.282074554294976
2022,Diciembre,Taiwán (Formosa),Metropolitana,3.397,Metropolitana,Aéreo,Aerop. A. Merino Benítez,29112.38,8.570026493965264
2022,Diciembre,Taiwán (Formosa),Metropolitana,3.425,Metropolitana,Aéreo,Aerop. A. Merino Benítez,31155.5,9.096496350364964
2022,Diciembre,Taiwán (Formosa),Metropolitana,3.549,Metropolitana,Aéreo,Aerop. A. Merino Benítez,34096.7,9.607410538179769
2022,Diciembre,Taiwán (Formosa),Metropolitana,13.279,Metropolitana,Aéreo,Aerop. A. Merino Benítez,35641.55,2.68405376910912
2022,Diciembre,Taiwán (Formosa),Metropolitana,6.159,Metropolitana,Aéreo,Aerop. A. Merino Benítez,35731.9,5.801574930995292
2022,Diciembre,Taiwán (Formosa),Metropolitana,4.162,Metropolitana,Aéreo,Aerop. A. Merino Benítez,36390.61,8.74353916386353
2022,Diciembre,Taiwán (Formosa),Metropolitana,3.354,Metropolitana,Aéreo,Aerop. A. Merino Benítez,38582.27,11.503360166964816
2022,Diciembre,Taiwán (Formosa),Metropolitana,4.273,Metropolitana,Aéreo,Aerop. A. Merino Benítez,42593.61,9.968080973554882
2022,Diciembre,Taiwán (Formosa),Metropolitana,7.023,Metropolitana,Aéreo,Aerop. A. Merino Benítez,44072.53,6.275456357681903
2022,Diciembre,Taiwán (Formosa),Metropolitana,12.965,Metropolitana,Aéreo,Aerop. A. Merino Benítez,46909.57,3.618169687620517
2022,Diciembre,Taiwán (Formosa),Metropolitana,27.079,Metropolitana,Aéreo,Aerop. A. Merino Benítez,52378.16,1.934272314339525
2022,Diciembre,Taiwán (Formosa),Metropolitana,10.879,Metropolitana,Aéreo,Aerop. A. Merino Benítez,59068.36,5.429576247816895
2022,Diciembre,Taiwán (Formosa),Metropolitana,8.566,Metropolitana,Aéreo,Aerop. A. Merino Benítez,86857.31,10.139774690637402
2022,Diciembre,Taiwán (Formosa),Metropolitana,8.998,Metropolitana,Aéreo,Aerop. A. Merino Benítez,90575.56,10.066188041787063
2022,Diciembre,Taiwán (Formosa),Metropolitana,13.245,Metropolitana,Aéreo,Aerop. A. Merino Benítez,90768.81,6.853062287655719
2022,Diciembre,Taiwán (Formosa),Metropolitana,8.817,Metropolitana,Aéreo,Aerop. A. Merino Benítez,96596.23,10.955679936486332
2022,Diciembre,Taiwán (Formosa),Metropolitana,44.433,Metropolitana,Aéreo,Aerop. A. Merino Benítez,120203.07,2.7052656809128353
2022,Diciembre,Taiwán (Formosa),Metropolitana,10.882,Metropolitana,Aéreo,Aerop. A. Merino Benítez,170748.98,15.69095570667157
2022,Diciembre,Taiwán (Formosa),Metropolitana,24.425,Metropolitana,Aéreo,Aerop. A. Merino Benítez,178934.5,7.325875127942681
2022,Diciembre,Taiwán (Formosa),Metropolitana,42.551,Metropolitana,Aéreo,Aerop. A. Merino Benítez,194690.4,4.575460036191863
2022,Diciembre,Taiwán (Formosa),Metropolitana,29.174,Metropolitana,Aéreo,Aerop. A. Merino Benítez,252749.76,8.663527798724893
2022,Diciembre,Taiwán (Formosa),Metropolitana,47.512,Metropolitana,Aéreo,Aerop. A. Merino Benítez,312723.24,6.5819843407981145
2022,Diciembre,Taiwán (Formosa),Metropolitana,6.09,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10093.01,1.6573087027914615
2022,Diciembre,Venezuela,Metropolitana,0.6,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1080.0,1.8
2022,Diciembre,Venezuela,Metropolitana,0.70467,Metropolitana,Aéreo,Aerop. A. Merino Benítez,3587.27,5.09070912625768
2022,Diciembre,Venezuela,Metropolitana,0.64356,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5164.72,8.025234632357511
2022,Diciembre,Venezuela,Metropolitana,1.409,Metropolitana,Aéreo,Aerop. A. Merino Benítez,7519.2,5.336550745209368
2022,Diciembre,Venezuela,Metropolitana,1.40933,Metropolitana,Aéreo,Aerop. A. Merino Benítez,8149.73,5.782698161537752
2022,Diciembre,Venezuela,Metropolitana,1.42,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11520.0,8.112676056338028
2022,Diciembre,Venezuela,Metropolitana,1.56402,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11914.0,7.617549647702715
2022,Diciembre,Venezuela,Metropolitana,2.054,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12240.0,5.959104186952289
2022,Diciembre,Venezuela,Metropolitana,1.622,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12645.0,7.795930949445129
2022,Diciembre,Venezuela,Metropolitana,1.412,Metropolitana,Aéreo,Aerop. A. Merino Benítez,13069.92,9.256317280453258
2022,Diciembre,Venezuela,Metropolitana,1.96644,Metropolitana,Aéreo,Aerop. A. Merino Benítez,13685.78,6.9596733182807515
2022,Diciembre,Venezuela,Metropolitana,2.46198,Metropolitana,Aéreo,Aerop. A. Merino Benítez,18998.0,7.716553343244056
2022,Diciembre,Venezuela,Metropolitana,3.024,Metropolitana,Aéreo,Aerop. A. Merino Benítez,19049.76,6.2995238095238095
2022,Diciembre,Venezuela,Metropolitana,4.832,Metropolitana,Aéreo,Aerop. A. Merino Benítez,35619.48,7.371581125827816
2022,Diciembre,Venezuela,Metropolitana,7.171,Metropolitana,Aéreo,Aerop. A. Merino Benítez,55200.0,7.697671175568261
2022,Diciembre,Venezuela,Metropolitana,12.647,Metropolitana,Aéreo,Aerop. A. Merino Benítez,83395.64,6.594104530718748
2022,Diciembre,Bélgica,Los Andes,4.1164,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),35729.93,8.67989748323778
2022,Diciembre,Bélgica,Los Andes,4.4352,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),35749.32,8.060362554112555
2022,Diciembre,Brasil,Los Andes,5.7888,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),8040.0,1.3888888888888888
2022,Diciembre,Brasil,Los Andes,6.048,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),8400.0,1.3888888888888888
2022,Diciembre,Brasil,Los Andes,11.4528,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),22944.0,2.003352891869237
2022,Diciembre,Brasil,Los Andes,8.2432,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),24612.0,2.985733695652174
2022,Diciembre,Brasil,Los Andes,25.344,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),27648.0,1.0909090909090908
2022,Diciembre,Brasil,Los Andes,18.1716,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),31880.0,1.7543859649122806
2022,Diciembre,Brasil,Los Andes,8.1664,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),32440.0,3.9723746081504707
2022,Diciembre,Brasil,Los Andes,6.0365,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),33104.0,5.483972500621221
2022,Diciembre,Brasil,Los Andes,15.582,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),33622.0,2.15774611731485
2022,Diciembre,Brasil,Los Andes,9.1952,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),35406.8,3.850574212632678
2022,Diciembre,Brasil,Los Andes,11.712,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),36253.61,3.0954243510928965
2022,Diciembre,Brasil,Los Andes,23.672,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),62256.02,2.629943393038188
2022,Diciembre,Brasil,Los Andes,20.2206,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),62307.5,3.0813872981019355
2022,Diciembre,Brasil,Los Andes,23.53688,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),66720.0,2.8347002661355285
2022,Diciembre,Brasil,Los Andes,23.2648,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),82080.0,3.528076751143358
2022,Diciembre,Brasil,Los Andes,38.7816,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),88926.0,2.2929946160034658
2022,Diciembre,Brasil,Los Andes,14.16,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),96114.0,6.78771186440678
2022,Diciembre,Brasil,Los Andes,34.656,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),123038.0,3.550265466297322
2022,Diciembre,Brasil,Los Andes,47.11704,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),128289.2,2.7227771523847846
2022,Diciembre,Brasil,Los Andes,36.845,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),164437.5,4.46295291084272
2022,Diciembre,Brasil,Los Andes,45.065,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),167040.0,3.7066459558415623
2022,Diciembre,Brasil,Los Andes,67.968,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),185008.42,2.7219929967043313
2022,Diciembre,Brasil,Los Andes,44.352,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),190176.0,4.287878787878788
2022,Diciembre,Brasil,Los Andes,68.342,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),197480.0,2.8895847355945103
2022,Diciembre,Brasil,Los Andes,102.97126,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),203068.0,1.9720842495274895
2022,Diciembre,Brasil,Los Andes,94.02794,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),246883.42,2.625638932427957
2022,Diciembre,Brasil,Los Andes,197.6231,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),368661.0,1.865475240495671
2022,Diciembre,Brasil,Los Andes,136.70558,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),377171.02,2.7590023757625697
2022,Diciembre,Brasil,Los Andes,181.2334,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),452044.0,2.4942643022754085
2022,Diciembre,Brasil,Los Andes,229.104,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),600180.0,2.6196836371254975
2022,Diciembre,Brasil,Los Andes,304.4208,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),706076.5,2.319409514724355
2022,Diciembre,Brasil,Los Andes,368.3,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),1480672.62,4.020289492261743
2022,Diciembre,Brasil,Los Andes,7.48,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),9503.0,1.2704545454545453
2022,Diciembre,Brasil,Los Andes,15.4,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),16380.0,1.0636363636363635
2022,Diciembre,Canadá,Valparaíso,0.018,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,59.51,3.3061111111111114
2022,Diciembre,Canadá,Valparaíso,19.056,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,73501.73,3.857143681780016
2022,Diciembre,Canadá,Valparaíso,22.08,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,123702.48,5.602467391304348
2022,Diciembre,Canadá,Valparaíso,36.462,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,128553.14,3.525674400745982
2022,Diciembre,Canadá,Valparaíso,33.12,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,164700.0,4.972826086956522
2022,Diciembre,Canadá,Valparaíso,99.36,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,501300.0,5.045289855072464
2022,Diciembre,China,San Antonio,0.2842,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,1600.5,5.6315974665728366
2022,Diciembre,China,San Antonio,22.0064,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,12532.3,0.5694843318307402
2022,Diciembre,China,San Antonio,4.2688,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,16192.0,3.793103448275862
2022,Diciembre,China,San Antonio,4.3424,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,18818.0,4.333548268238763
2022,Diciembre,China,San Antonio,7.824,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,22205.02,2.838064928425358
2022,Diciembre,China,San Antonio,4.6818,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,25457.86,5.43762228202828
2022,Diciembre,China,San Antonio,44.16,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,26755.17,0.6058688858695652
2022,Diciembre,China,San Antonio,6.18,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,29322.74,4.744779935275082
2022,Diciembre,China,San Antonio,11.8496,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,33149.51,2.7975214353227114
2022,Diciembre,China,San Antonio,17.7835,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,33730.0,1.8967019990440577
2022,Diciembre,China,San Antonio,16.5672,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,36622.44,2.210538896132117
2022,Diciembre,China,San Antonio,10.704,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,48572.32,4.537772795216742
2022,Diciembre,China,San Antonio,10.944,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,49661.37,4.537771381578947
2022,Diciembre,China,San Antonio,9.504,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,50780.53,5.343069234006735
2022,Diciembre,China,San Antonio,23.316,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,54404.0,2.3333333333333335
2022,Diciembre,China,San Antonio,15.3552,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,64607.13,4.207508205689278
2022,Diciembre,China,San Antonio,12.96,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,64800.0,5.0
2022,Diciembre,China,San Antonio,13.8736,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,65021.47,4.68670496482528
2022,Diciembre,China,San Antonio,16.4864,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,67983.84,4.123631599378882
2022,Diciembre,China,San Antonio,14.2456,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,71715.8,5.034242151962712
2022,Diciembre,China,San Antonio,21.4116,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,80489.44,3.759151114349231
2022,Diciembre,China,San Antonio,15.7934,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,82325.0,5.212620461711855
2022,Diciembre,China,San Antonio,15.32855,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,86898.16,5.6690397982849
2022,Diciembre,China,San Antonio,16.5886,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,90202.54,5.437622222490144
2022,Diciembre,China,San Antonio,22.2272,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,96074.0,4.3223617909588254
2022,Diciembre,China,San Antonio,21.4912,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,98342.58,4.575946433889221
2022,Diciembre,China,San Antonio,16.6112,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,98421.33,5.924998193989597
2022,Diciembre,China,San Antonio,17.28,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,99080.05,5.733799189814815
2022,Diciembre,China,San Antonio,24.016,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,105712.24,4.40174217188541
2022,Diciembre,China,San Antonio,14.2048,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,110337.7,7.767634883982879
2022,Diciembre,China,San Antonio,18.432,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,111360.0,6.041666666666667
2022,Diciembre,China,San Antonio,20.8384,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,115071.0,5.522065033783784
2022,Diciembre,China,San Antonio,21.16961,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,115704.96,5.465616041107985
2022,Diciembre,China,San Antonio,21.344,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,122228.29,5.7265877998500745
2022,Diciembre,China,San Antonio,22.6406,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,123826.08,5.469204879729336
2022,Diciembre,China,San Antonio,40.32,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,126800.0,3.1448412698412698
2022,Diciembre,China,San Antonio,17.3696,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,132112.0,7.605932203389831
2022,Diciembre,China,San Antonio,27.9616,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,140684.4,5.031342984664683
2022,Diciembre,China,San Antonio,28.3009,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,142615.04,5.0392404481836275
2022,Diciembre,China,San Antonio,28.8144,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,144070.34,4.999942389916153
2022,Diciembre,China,San Antonio,25.48045,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,147801.02,5.800565531613452
2022,Diciembre,China,San Antonio,26.88,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,150880.64,5.6131190476190485
2022,Diciembre,China,San Antonio,32.567,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,152084.49,4.669895599840329
2022,Diciembre,China,San Antonio,25.344,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,161004.0,6.352746212121212
2022,Diciembre,China,San Antonio,30.2408,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,170314.78,5.631953519748155
2022,Diciembre,China,San Antonio,87.084,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,203196.0,2.333333333333333
2022,Diciembre,China,San Antonio,43.584,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,204902.22,4.7013174559471365
2022,Diciembre,China,San Antonio,44.84,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,211279.23,4.7118472346119535
2022,Diciembre,China,San Antonio,42.05279,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,221715.44,5.272312253241699
2022,Diciembre,China,San Antonio,46.224,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,223634.45,4.83805923329872
2022,Diciembre,China,San Antonio,44.3136,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,236420.2,5.335161214615829
2022,Diciembre,China,San Antonio,46.032,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,241077.44,5.237170663885993
2022,Diciembre,China,San Antonio,42.054,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,254857.5,6.060243972035954
2022,Diciembre,China,San Antonio,44.484,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,258502.55,5.811135464436651
2022,Diciembre,China,San Antonio,42.24,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,265707.91,6.290433475378787
2022,Diciembre,China,San Antonio,58.8,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,288569.36,4.907642176870748
2022,Diciembre,China,San Antonio,50.0192,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,296365.0,5.925024790480456
2022,Diciembre,China,San Antonio,52.7445,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,304701.81,5.7769399653044395
2022,Diciembre,China,San Antonio,45.3376,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,324852.15,7.165181879940712
2022,Diciembre,China,San Antonio,72.599,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,333090.86,4.588091571509249
2022,Diciembre,China,San Antonio,60.2613,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,335085.75,5.5605463207730335
2022,Diciembre,China,San Antonio,91.104,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,357980.0,3.9293554618897084
2022,Diciembre,China,San Antonio,86.7008,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,372885.2,4.300827674023769
2022,Diciembre,China,San Antonio,71.664,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,385161.82,5.374550960035722
2022,Diciembre,China,San Antonio,63.1844,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,414716.41,6.563588638967846
2022,Diciembre,China,San Antonio,89.1,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,418065.16,4.692089337822671
2022,Diciembre,China,San Antonio,89.40537,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,420940.21,4.708220658334057
2022,Diciembre,China,San Antonio,89.3744,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,423988.33,4.743957218174333
2022,Diciembre,China,San Antonio,74.8414,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,426797.54,5.702693161806166
2022,Diciembre,China,San Antonio,65.376,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,440757.8,6.741889990210474
2022,Diciembre,China,San Antonio,147.017,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,515139.67,3.5039462783215543
2022,Diciembre,China,San Antonio,66.24,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,515269.29,7.778823822463768
2022,Diciembre,China,San Antonio,86.148,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,556290.54,6.457381947346428
2022,Diciembre,China,San Antonio,98.8862,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,560460.01,5.667727246066691
2022,Diciembre,China,San Antonio,64.4488,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,584276.0,9.065739005225852
2022,Diciembre,China,San Antonio,78.936,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,595378.68,7.542549407114624
2022,Diciembre,China,San Antonio,106.6577,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,604220.22,5.665040779990567
